45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
45000,132.66,-10.395
37154,131.7,-10.119
25606,133.21,-9.5617
23642,132.91,-11.363
37154,130.74,-9.8426
25606,133.21,-9.5617
23642,132.91,-11.363
37154,129.78,-9.5664
25606,133.77,-8.7283
23642,133.16,-12.331
37154,128.82,-9.2902
25606,133.77,-8.7283
23642,133.16,-12.331
37154,127.85,-9.014
25606,134.32,-7.895
23642,133.42,-13.298
37154,126.89,-8.7378
25606,134.32,-7.895
23642,133.42,-13.298
37154,125.93,-8.4616
25606,134.87,-7.0617
23642,133.67,-14.266
37154,124.97,-8.1855
25606,134.87,-7.0617
23642,133.67,-14.266
37154,124.01,-7.9093
25606,135.42,-6.2284
23642,133.92,-15.234
37154,123.05,-7.6331
25606,135.42,-6.2284
23642,133.92,-15.234
37154,122.09,-7.3569
25606,135.98,-5.395
23642,134.17,-16.202
37154,121.13,-7.0807
25606,135.98,-5.395
23642,134.17,-16.202
37154,120.17,-6.8045
25606,136.53,-4.5617
23642,134.42,-17.17
37154,119.2,-6.5283
25606,136.53,-4.5617
23642,134.42,-17.17
37154,118.24,-6.2521
25606,137.08,-3.7284
23642,134.67,-18.138
37154,117.28,-5.9759
25606,137.08,-3.7284
23642,134.67,-18.138
37154,116.32,-5.6997
25606,137.64,-2.8951
23642,134.93,-19.105
37154,115.36,-5.4235
25606,137.64,-2.8951
23642,134.93,-19.105
37154,114.4,-5.1473
25606,138.19,-2.0617
23642,135.18,-20.073
37154,113.44,-4.8711
25606,138.19,-2.0617
23642,135.18,-20.073
37154,112.48,-4.5949
25606,138.74,-1.2284
23642,135.43,-21.041
37154,111.52,-4.3188
25606,138.74,-1.2284
23642,135.43,-21.041
37154,110.55,-4.0426
25606,139.29,-0.3951
23642,135.68,-22.009
37154,109.59,-3.7664
25606,139.29,-0.3951
23642,135.68,-22.009
37154,108.63,-3.4902
25606,139.85,0.43823
23642,135.93,-22.977
37154,107.67,-3.214
25606,139.85,0.43823
23642,135.93,-22.977
37154,106.71,-2.9378
25606,140.4,1.2716
23642,136.18,-23.944
37154,105.75,-2.6616
25606,140.4,1.2716
23642,136.18,-23.944
37154,104.79,-2.3854
25606,140.95,2.1049
23642,136.44,-24.912
37154,103.83,-2.1092
25606,140.95,2.1049
23642,136.44,-24.912
37154,102.87,-1.833
25606,141.5,2.9382
23642,136.69,-25.88
37154,101.91,-1.5568
25606,141.5,2.9382
23642,136.69,-25.88
37154,100.94,-1.2806
25606,142.06,3.7715
23642,136.94,-26.848
37154,99.983,-1.0044
25606,142.06,3.7715
23642,136.94,-26.848
37154,99.022,-0.72825
25606,142.61,4.6049
23642,137.19,-27.816
37154,98.061,-0.45206
25606,142.61,4.6049
23642,137.19,-27.816
37154,97.1,-0.17586
25606,143.16,5.4382
23642,137.44,-28.783
37154,96.138,0.10033
25606,143.16,5.4382
23642,137.44,-28.783
37154,95.177,0.37652
25606,143.72,6.2715
23642,137.69,-29.751
